"Obs";"Data";"Dia da semana";"Sabor";"Valor";"Satis geral";"Sabor aval";"Rapidez aval";"Preço aval";"Comun aval"
"1666";44429;"domingo";"Quatro queijos";32;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1667";44429;"domingo";"Atum";35;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1668";44429;"domingo";"Palmito";27;"3-Razoável";"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1669";44429;"domingo";"Frango";31;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"1-Excelente"
"1670";44429;"domingo";"Atum";35;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1671";44429;"domingo";"Frango";31;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1672";44429;"domingo";"Quatro queijos";32;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1673";44429;"domingo";"Frango";31;"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1674";44429;"domingo";"Portuguesa";40;"1-Excelente";"1-Excelente";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1675";44429;"domingo";"Pepperone";30;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1676";44429;"domingo";"Calabresa";25;"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1677";44429;"domingo";"Muçarela";23;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1678";44429;"domingo";"Muçarela";23;"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"1679";44429;"domingo";"Muçarela";23;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1680";44429;"domingo";"Portuguesa";40;"1-Excelente";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1681";44429;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1682";44429;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1683";44430;"segunda-feira";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1684";44430;"segunda-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1685";44430;"segunda-feira";"Napolitana";28;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"1686";44430;"segunda-feira";"Portuguesa";40;"1-Excelente";"2-Satisfeito";"3-Razoável";"1-Excelente";"2-Satisfeito"
"1687";44430;"segunda-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1688";44430;"segunda-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1689";44430;"segunda-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1690";44430;"segunda-feira";"Frango";31;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1691";44430;"segunda-feira";"Muçarela";23;"2-Satisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1692";44430;"segunda-feira";"Palmito";27;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1693";44430;"segunda-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito"
"1694";44430;"segunda-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1695";44430;"segunda-feira";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1696";44430;"segunda-feira";"Frango";31;"1-Excelente";"3-Razoável";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1697";44430;"segunda-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1698";44430;"segunda-feira";"Muçarela";23;"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1699";44430;"segunda-feira";"Frango";31;"1-Excelente";"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável"
"1700";44430;"segunda-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1701";44430;"segunda-feira";"Quatro queijos";32;"3-Razoável";"3-Razoável";"4-Insatisfeito";"3-Razoável";"1-Excelente"
"1702";44430;"segunda-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1703";44430;"segunda-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1704";44430;"segunda-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"1-Excelente"
"1705";44430;"segunda-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1706";44430;"segunda-feira";"Quatro queijos";32;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1707";44430;"segunda-feira";"Portuguesa";40;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1708";44431;"terça-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1709";44431;"terça-feira";"Portuguesa";40;"1-Excelente";"4-Insatisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1710";44431;"terça-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito"
"1711";44431;"terça-feira";"Calabresa";25;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1712";44431;"terça-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1713";44431;"terça-feira";"Muçarela";23;"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1714";44431;"terça-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1715";44431;"terça-feira";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável"
"1716";44431;"terça-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1717";44431;"terça-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1718";44431;"terça-feira";"Atum";35;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1719";44431;"terça-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1720";44431;"terça-feira";"Calabresa";25;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"1-Excelente"
"1721";44431;"terça-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1722";44431;"terça-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1723";44431;"terça-feira";"Calabresa";25;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1724";44431;"terça-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1725";44432;"quarta-feira";"Portuguesa";40;"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1726";44432;"quarta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1727";44432;"quarta-feira";"Frango";31;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1728";44432;"quarta-feira";"Quatro queijos";32;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1729";44432;"quarta-feira";"Calabresa";25;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1730";44432;"quarta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito"
"1731";44432;"quarta-feira";"Marguerita";29;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"1732";44432;"quarta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1733";44432;"quarta-feira";"Calabresa";25;"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1734";44432;"quarta-feira";"Marguerita";29;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1735";44432;"quarta-feira";"Quatro queijos";32;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito"
"1736";44432;"quarta-feira";"Frango";31;"3-Razoável";"4-Insatisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1737";44432;"quarta-feira";"Portuguesa";40;"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1738";44432;"quarta-feira";"Pepperone";30;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito"
"1739";44432;"quarta-feira";"Pepperone";30;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1740";44432;"quarta-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1741";44432;"quarta-feira";"Pepperone";30;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1742";44432;"quarta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1743";44432;"quarta-feira";"Muçarela";23;"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito"
"1744";44433;"quinta-feira";"Pepperone";30;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1745";44433;"quinta-feira";"Portuguesa";40;"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"1746";44433;"quinta-feira";"Calabresa";25;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1747";44433;"quinta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1748";44433;"quinta-feira";"Quatro queijos";32;"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1749";44433;"quinta-feira";"Atum";35;"1-Excelente";"3-Razoável";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"1750";44433;"quinta-feira";"Napolitana";28;"2-Satisfeito";"3-Razoável";"1-Excelente";"2-Satisfeito";"3-Razoável"
"1751";44433;"quinta-feira";"Quatro queijos";32;"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1752";44433;"quinta-feira";"Atum";35;"1-Excelente";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"1-Excelente"
"1753";44433;"quinta-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1754";44433;"quinta-feira";"Pepperone";30;"1-Excelente";"2-Satisfeito";"1-Excelente";"3-Razoável";"1-Excelente"
"1755";44433;"quinta-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1756";44433;"quinta-feira";"Portuguesa";40;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1757";44433;"quinta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1758";44433;"quinta-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1759";44433;"quinta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1760";44433;"quinta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"1-Excelente"
"1761";44433;"quinta-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"1762";44433;"quinta-feira";"Quatro queijos";32;"2-Satisfeito";"1-Excelente";"3-Razoável";"1-Excelente";"2-Satisfeito"
"1763";44433;"quinta-feira";"Frango";31;"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1764";44433;"quinta-feira";"Marguerita";29;"3-Razoável";"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1765";44433;"quinta-feira";"Palmito";27;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1766";44433;"quinta-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1767";44433;"quinta-feira";"Napolitana";28;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito"
"1768";44433;"quinta-feira";"Calabresa";25;"4-Insatisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável"
"1769";44433;"quinta-feira";"Muçarela";23;"3-Razoável";"3-Razoável";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1770";44433;"quinta-feira";"Frango";31;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável"
"1771";44433;"quinta-feira";"Portuguesa";40;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1772";44433;"quinta-feira";"Napolitana";28;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1773";44433;"quinta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1774";44433;"quinta-feira";"Marguerita";29;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1775";44433;"quinta-feira";"Marguerita";29;"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1776";44433;"quinta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"1777";44433;"quinta-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1778";44433;"quinta-feira";"Portuguesa";40;"1-Excelente";"4-Insatisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1779";44433;"quinta-feira";"Muçarela";23;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1780";44433;"quinta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1781";44433;"quinta-feira";"Muçarela";23;"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1782";44433;"quinta-feira";"Calabresa";25;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1783";44434;"sexta-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1784";44434;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1785";44434;"sexta-feira";"Portuguesa";40;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1786";44434;"sexta-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1787";44434;"sexta-feira";"Frango";31;"3-Razoável";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1788";44434;"sexta-feira";"Palmito";27;"3-Razoável";"1-Excelente";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"1789";44434;"sexta-feira";"Frango";31;"3-Razoável";"2-Satisfeito";"1-Excelente";"2-Satisfeito";"1-Excelente"
"1790";44434;"sexta-feira";"Napolitana";28;"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável"
"1791";44434;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1792";44434;"sexta-feira";"Quatro queijos";32;"4-Insatisfeito";"2-Satisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito"
"1793";44434;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"1-Excelente"
"1794";44434;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"1795";44434;"sexta-feira";"Muçarela";23;"2-Satisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"1796";44434;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"1797";44434;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1798";44434;"sexta-feira";"Quatro queijos";32;"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1799";44434;"sexta-feira";"Muçarela";23;"1-Excelente";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1800";44434;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"1801";44434;"sexta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável"
"1802";44434;"sexta-feira";"Quatro queijos";32;"1-Excelente";"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1803";44434;"sexta-feira";"Frango";31;"4-Insatisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável";"1-Excelente"
"1804";44434;"sexta-feira";"Napolitana";28;"4-Insatisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"1805";44434;"sexta-feira";"Napolitana";28;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"1806";44434;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1807";44434;"sexta-feira";"Portuguesa";40;"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1808";44434;"sexta-feira";"Napolitana";28;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1809";44434;"sexta-feira";"Portuguesa";40;"4-Insatisfeito";"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1810";44434;"sexta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1811";44434;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1812";44434;"sexta-feira";"Portuguesa";40;"3-Razoável";"1-Excelente";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"1813";44434;"sexta-feira";"Calabresa";25;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito";"1-Excelente"
"1814";44434;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável"
"1815";44434;"sexta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1816";44434;"sexta-feira";"Calabresa";25;"3-Razoável";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável"
"1817";44434;"sexta-feira";"Calabresa";25;"2-Satisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1818";44434;"sexta-feira";"Marguerita";29;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1819";44434;"sexta-feira";"Pepperone";30;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1820";44434;"sexta-feira";"Marguerita";29;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1821";44434;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"1822";44434;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1823";44434;"sexta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1824";44434;"sexta-feira";"Marguerita";29;"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1825";44434;"sexta-feira";"Napolitana";28;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"1826";44434;"sexta-feira";"Quatro queijos";32;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1827";44434;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"1828";44434;"sexta-feira";"Napolitana";28;"3-Razoável";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"1829";44434;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1830";44434;"sexta-feira";"Quatro queijos";32;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1831";44434;"sexta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1832";44434;"sexta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"4-Insatisfeito"
"1833";44434;"sexta-feira";"Muçarela";23;"4-Insatisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1834";44434;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1835";44434;"sexta-feira";"Muçarela";23;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1836";44434;"sexta-feira";"Calabresa";25;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"1837";44435;"sábado";"Quatro queijos";32;"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável"
"1838";44435;"sábado";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente";"4-Insatisfeito"
"1839";44435;"sábado";"Calabresa";25;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1840";44435;"sábado";"Atum";35;"4-Insatisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1841";44435;"sábado";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"1842";44435;"sábado";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1843";44435;"sábado";"Calabresa";25;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"1844";44435;"sábado";"Muçarela";23;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1845";44435;"sábado";"Pepperone";30;"4-Insatisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"1-Excelente"
"1846";44435;"sábado";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"1847";44435;"sábado";"Muçarela";23;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"1848";44435;"sábado";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável"
"1849";44435;"sábado";"Napolitana";28;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"1850";44435;"sábado";"Muçarela";23;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"1851";44435;"sábado";"Calabresa";25;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito"
"1852";44435;"sábado";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"1853";44435;"sábado";"Frango";31;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"1854";44435;"sábado";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
